date,11 BIT STUDIOS SPOLKA AKCYJNA,X-TRADE BROKERS DOM MAKLERSKI SPOLKA AKCYJNA,WIRTUALNA POLSKA HOLDING SPOLKA AKCYJNA,TEN SQUARE GAMES SPOLKA AKCYJNA,SELVITA SPOLKA AKCYJNA,PLAYWAY SPOLKA AKCYJNA,PKP CARGO SPOLKA AKCYJNA,POLENERGIA SPOLKA AKCYJNA,ONCOARENDI THERAPEUTICS SPOLKA AKCYJNA,NEUCA SPOLKA AKCYJNA,BANK MILLENNIUM SPOLKA AKCYJNA,MBANK SPOLKA AKCYJNA,MABION SPOLKA AKCYJNA,LIVECHAT SOFTWARE SPOLKA AKCYJNA,GRUPA KĘTY SPOLKA AKCYJNA,KRUK SPOLKA AKCYJNA,KERNEL HOLDING S.A.,"HUUUGE, INC.",ING BANK ŚLĄSKI SPOLKA AKCYJNA,FAMUR SPOLKA AKCYJNA,GIELDA PAPIEROW WARTOŚCIOWYCH W WARSZAWIE SPOLKA AKCYJNA,EUROCASH SPOLKA AKCYJNA,DEVELIA SPOLKA AKCYJNA,BIOMED-LUBLIN WYTWORNIA SUROWIC I SZCZEPIONEK SPOLKA AKCYJNA W RESTRUKTURYZACJI,BANK HANDLOWY W WARSZAWIE SPOLKA AKCYJNA,BENEFIT SYSTEMS SPOLKA AKCYJNA,INTER CARS SPOLKA AKCYJNA,CIECH SPOLKA AKCYJNA,CELON PHARMA SPOLKA AKCYJNA,COMARCH SPOLKA AKCYJNA,DATAWALK SPOLKA AKCYJNA,DOM DEVELOPMENT SPOLKA AKCYJNA,AMREST HOLDINGS SE,ENEA SPOLKA AKCYJNA,GRUPA AZOTY SPOLKA AKCYJNA,ASBISC ENTERPRISES PLC,ASSECO SOUTH EASTERN EUROPE SPOLKA AKCYJNA,BUDIMEX SPOLKA AKCYJNA
30-06-2017,183.0,0.0,0.0,0.0,0.0,60.97,60.5,12.14,0.0,390.0,7.45,462.1,94.79,0.0,0.0,308.0,64.85,0.0,182.35,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-07-2017,180.0,0.0,0.0,0.0,0.0,61.77,61.26,12.25,0.0,378.15,7.6,475.15,93.2,0.0,0.0,304.9,65.1,0.0,182.8,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-07-2017,179.9,0.0,0.0,0.0,0.0,61.67,61.01,12.48,0.0,381.2,7.31,455.05,93.5,0.0,0.0,299.3,66.0,0.0,183.75,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-07-2017,177.5,0.0,0.0,0.0,0.0,59.5,62.11,12.48,0.0,378.45,7.38,457.9,92.3,0.0,0.0,303.4,66.0,0.0,183.75,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-07-2017,176.5,0.0,0.0,0.0,0.0,59.89,62.1,12.26,0.0,379.8,7.43,455.0,94.8,0.0,0.0,303.6,66.2,0.0,183.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-07-2017,176.1,0.0,0.0,0.0,0.0,61.27,62.19,12.42,0.0,379.0,7.29,458.0,94.8,0.0,0.0,301.0,67.2,0.0,182.05,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-07-2017,176.9,0.0,0.0,0.0,0.0,62.0,62.24,12.37,0.0,375.1,7.24,458.8,94.2,0.0,0.0,305.0,67.17,0.0,184.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-07-2017,176.0,0.0,0.0,0.0,0.0,60.1,62.2,12.03,0.0,368.0,7.34,461.0,93.0,0.0,0.0,301.45,65.3,0.0,185.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-07-2017,174.4,0.0,0.0,0.0,0.0,60.5,62.25,12.35,0.0,374.85,7.41,473.2,92.95,0.0,0.0,307.0,65.1,0.0,185.3,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-07-2017,170.8,0.0,0.0,0.0,0.0,60.99,62.45,12.02,0.0,377.0,7.54,482.3,93.98,0.0,0.0,301.95,65.51,0.0,186.85,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-07-2017,178.4,0.0,0.0,0.0,0.0,60.89,62.25,13.6,0.0,375.9,7.59,475.0,94.69,0.0,0.0,306.95,66.0,0.0,187.65,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-07-2017,179.5,0.0,0.0,0.0,0.0,61.0,62.48,13.59,0.0,380.0,7.68,480.0,92.97,0.0,0.0,313.4,65.51,0.0,187.25,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-07-2017,179.2,0.0,0.0,0.0,0.0,60.0,62.87,13.53,0.0,373.0,7.68,466.15,94.99,0.0,0.0,319.5,66.14,0.0,186.1,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-07-2017,179.0,0.0,0.0,0.0,0.0,61.0,62.92,13.51,0.0,344.0,7.58,470.0,93.44,0.0,0.0,317.5,66.3,0.0,185.15,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-07-2017,180.0,0.0,0.0,0.0,0.0,61.0,62.4,13.4,0.0,339.0,7.55,465.65,93.17,0.0,0.0,324.0,66.44,0.0,186.25,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-07-2017,181.9,0.0,0.0,0.0,0.0,60.0,62.14,12.29,0.0,339.9,7.5,460.0,92.7,0.0,0.0,330.65,64.94,0.0,189.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-07-2017,181.9,0.0,0.0,0.0,0.0,56.6,62.0,12.5,0.0,337.0,7.46,463.0,92.5,0.0,0.0,334.0,63.01,0.0,190.1,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-07-2017,183.0,0.0,0.0,0.0,0.0,58.89,62.0,12.3,0.0,335.0,7.7,463.85,93.2,0.0,0.0,332.4,62.35,0.0,190.0,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-07-2017,191.45,0.0,0.0,0.0,0.0,59.0,61.95,12.26,0.0,335.0,7.64,460.0,93.85,0.0,0.0,334.7,63.01,0.0,193.15,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-07-2017,195.4,0.0,0.0,0.0,0.0,59.8,62.0,12.23,0.0,335.0,7.66,447.0,93.24,0.0,0.0,338.5,63.6,0.0,195.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-07-2017,195.0,0.0,0.0,0.0,0.0,59.99,61.8,12.5,0.0,334.0,7.7,442.25,93.0,0.0,0.0,337.5,63.82,0.0,196.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-07-2017,197.1,0.0,0.0,0.0,0.0,60.99,62.0,12.98,0.0,328.0,7.71,455.0,94.99,0.0,0.0,344.0,63.59,0.0,198.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2017,194.9,0.0,0.0,0.0,0.0,60.5,61.9,13.7,0.0,316.3,7.66,455.75,95.49,0.0,0.0,348.0,62.87,0.0,199.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-08-2017,190.8,0.0,0.0,0.0,0.0,60.95,62.07,14.3,0.0,299.9,7.34,436.1,95.5,0.0,0.0,347.7,63.81,0.0,198.0,5.9,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-08-2017,190.75,0.0,0.0,0.0,0.0,60.19,62.73,13.7,0.0,296.0,6.82,425.55,95.78,0.0,0.0,343.0,63.0,0.0,195.95,5.87,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-08-2017,189.95,0.0,0.0,0.0,0.0,59.95,64.0,14.18,0.0,295.0,7.03,437.95,95.45,0.0,0.0,330.25,62.51,0.0,196.15,5.84,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-08-2017,189.0,0.0,0.0,0.0,0.0,59.94,63.76,14.0,0.0,285.6,7.29,433.7,94.15,0.0,0.0,336.8,62.38,0.0,196.75,5.86,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-08-2017,184.9,0.0,0.0,0.0,0.0,59.03,63.95,14.79,0.0,281.35,7.41,444.0,94.8,0.0,0.0,340.0,62.01,0.0,196.9,5.85,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-08-2017,186.5,0.0,0.0,0.0,0.0,57.5,63.55,14.35,0.0,272.8,7.34,430.1,92.9,0.0,0.0,331.8,62.22,0.0,195.0,5.81,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-08-2017,182.9,0.0,0.0,0.0,0.0,58.0,64.0,14.32,0.0,277.1,7.13,427.95,92.6,0.0,0.0,333.5,62.59,0.0,196.9,5.81,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-08-2017,183.2,0.0,0.0,0.0,0.0,58.0,63.3,14.49,0.0,283.0,7.02,433.25,92.7,0.0,0.0,335.1,62.96,0.0,194.0,5.85,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-08-2017,184.0,0.0,0.0,0.0,0.0,58.0,63.2,14.45,0.0,282.5,7.03,430.0,92.75,0.0,0.0,332.05,62.96,0.0,194.0,5.9,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-08-2017,187.0,0.0,0.0,0.0,0.0,58.0,63.77,14.49,0.0,281.1,6.98,422.6,94.0,0.0,0.0,337.45,62.3,0.0,195.9,5.85,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-08-2017,189.0,0.0,0.0,0.0,0.0,57.0,61.9,14.54,0.0,275.0,7.01,415.0,92.8,0.0,0.0,338.85,62.41,0.0,196.85,5.75,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-08-2017,189.0,0.0,0.0,0.0,0.0,56.1,61.96,14.77,0.0,280.0,7.1,417.3,92.7,0.0,0.0,338.3,61.05,0.0,196.7,5.65,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-08-2017,193.55,0.0,0.0,0.0,0.0,58.49,62.47,16.0,0.0,278.45,7.28,417.3,93.0,0.0,0.0,335.2,61.71,0.0,197.0,5.65,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-08-2017,194.0,0.0,0.0,0.0,0.0,59.49,61.72,16.3,0.0,278.0,7.28,420.95,95.0,0.0,0.0,337.0,61.5,0.0,195.1,5.6,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-2017,188.0,0.0,0.0,0.0,0.0,59.5,61.11,15.99,0.0,276.5,7.21,421.1,93.36,0.0,0.0,336.5,61.6,0.0,196.95,5.73,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-08-2017,187.65,0.0,0.0,0.0,0.0,59.35,62.5,15.85,0.0,274.05,7.38,433.7,100.5,0.0,0.0,337.5,60.0,0.0,197.7,5.87,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-08-2017,190.85,0.0,0.0,0.0,0.0,59.2,62.5,15.87,0.0,274.0,7.3,437.0,104.25,0.0,0.0,338.8,59.5,0.0,199.5,5.8,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-08-2017,195.0,0.0,0.0,0.0,0.0,59.0,64.0,15.7,0.0,270.0,7.32,441.0,105.0,0.0,0.0,336.4,58.4,0.0,200.0,5.86,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-08-2017,196.75,0.0,0.0,0.0,0.0,59.68,64.5,15.54,0.0,258.0,7.35,439.0,103.3,0.0,0.0,322.25,57.58,0.0,200.0,5.87,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-08-2017,207.8,0.0,0.0,0.0,0.0,61.5,63.75,15.9,0.0,256.0,7.33,438.1,102.5,0.0,0.0,334.0,57.99,0.0,197.5,5.85,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-08-2017,210.0,0.0,0.0,0.0,0.0,62.0,63.83,16.3,0.0,269.0,7.45,438.0,102.4,0.0,0.0,340.95,60.7,0.0,200.0,5.81,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-09-2017,205.0,0.0,0.0,0.0,0.0,63.27,64.8,16.21,0.0,276.0,7.23,430.15,103.0,0.0,0.0,339.0,61.2,0.0,203.7,5.96,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-09-2017,200.7,0.0,0.0,0.0,0.0,63.79,64.44,15.63,0.0,279.25,7.17,437.0,101.2,0.0,0.0,338.9,61.5,0.0,204.8,6.05,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-09-2017,192.0,0.0,0.0,0.0,0.0,63.88,64.69,15.4,0.0,282.0,7.21,427.0,98.5,0.0,0.0,339.0,62.05,0.0,205.35,6.15,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-09-2017,194.0,0.0,0.0,0.0,0.0,63.3,65.0,14.44,0.0,281.0,7.13,420.0,99.7,0.0,0.0,317.1,61.9,0.0,204.95,6.2,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07-09-2017,195.7,0.0,0.0,0.0,0.0,62.0,64.25,13.55,0.0,275.0,7.07,420.5,97.8,0.0,0.0,299.55,61.2,0.0,205.0,6.2,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-09-2017,195.6,0.0,0.0,0.0,0.0,63.3,64.87,13.79,0.0,278.0,7.01,423.75,97.55,0.0,0.0,310.0,59.96,0.0,204.95,6.16,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-09-2017,200.5,0.0,0.0,0.0,0.0,66.25,64.19,14.0,0.0,278.0,6.97,420.0,98.18,0.0,0.0,301.0,60.4,0.0,205.0,6.2,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-09-2017,204.0,0.0,0.0,0.0,0.0,68.2,64.9,13.87,0.0,275.0,6.93,422.0,98.97,0.0,0.0,304.5,59.8,0.0,205.0,6.19,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-09-2017,203.4,0.0,0.0,0.0,0.0,68.8,64.77,14.2,0.0,270.0,6.7,420.0,97.98,0.0,0.0,311.0,59.2,0.0,205.0,6.2,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-09-2017,201.4,0.0,0.0,0.0,0.0,68.08,64.64,14.44,0.0,265.05,6.6,423.75,95.9,0.0,0.0,302.95,61.0,0.0,205.0,6.25,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-09-2017,195.5,0.0,0.0,0.0,0.0,67.5,64.44,14.4,0.0,269.05,6.44,429.6,95.0,0.0,0.0,298.65,58.95,0.0,205.0,6.17,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-09-2017,194.0,0.0,0.0,0.0,0.0,71.5,62.15,14.48,0.0,262.0,6.73,424.25,99.7,0.0,0.0,303.8,59.2,0.0,207.0,6.22,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-09-2017,194.9,0.0,0.0,0.0,0.0,69.6,62.96,14.33,0.0,265.0,6.75,427.85,98.06,0.0,0.0,301.1,58.12,0.0,207.45,6.23,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-09-2017,191.15,0.0,0.0,0.0,0.0,68.41,61.7,13.7,0.0,268.0,6.66,428.95,100.0,0.0,0.0,303.2,57.0,0.0,208.0,6.37,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-09-2017,187.65,0.0,0.0,0.0,0.0,67.97,62.3,13.99,0.0,270.0,6.73,432.15,100.4,0.0,0.0,300.6,56.7,0.0,207.8,6.34,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-09-2017,190.0,0.0,0.0,0.0,0.0,67.3,61.45,13.99,0.0,274.0,6.79,440.0,101.7,0.0,0.0,282.0,56.38,0.0,205.8,6.3,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-09-2017,184.3,0.0,0.0,0.0,0.0,64.05,59.5,14.07,0.0,277.0,6.91,432.1,103.6,0.0,0.0,284.5,56.8,0.0,205.0,6.38,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-09-2017,185.0,0.0,0.0,0.0,0.0,63.49,58.65,13.95,0.0,275.8,6.9,429.05,103.65,0.0,0.0,280.1,56.7,0.0,204.6,6.37,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-09-2017,184.5,0.0,0.0,0.0,0.0,65.85,56.0,14.09,0.0,279.0,7.0,423.0,103.0,0.0,0.0,285.0,56.5,0.0,204.55,6.35,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-09-2017,184.95,5.49,0.0,0.0,0.0,66.3,55.0,14.3,0.0,282.95,7.0,423.4,108.7,0.0,0.0,290.0,56.0,0.0,206.0,6.35,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-09-2017,193.4,5.4,0.0,0.0,0.0,66.99,57.5,14.64,0.0,280.0,7.01,419.0,110.0,0.0,0.0,293.45,55.64,0.0,204.5,6.08,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-10-2017,193.35,5.39,0.0,0.0,0.0,64.9,56.5,14.22,0.0,277.0,7.09,415.0,107.0,0.0,0.0,297.7,56.98,0.0,204.0,6.07,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-10-2017,189.0,5.39,0.0,0.0,0.0,68.5,56.3,14.2,0.0,273.05,6.81,413.55,105.2,0.0,0.0,295.05,54.5,0.0,203.95,6.1,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-10-2017,190.4,5.39,0.0,0.0,0.0,67.9,57.5,14.19,0.0,273.5,6.67,412.75,103.0,0.0,0.0,299.0,53.39,0.0,203.5,6.1,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-10-2017,192.6,5.37,0.0,0.0,0.0,67.89,59.7,14.08,0.0,268.8,6.8,415.0,102.85,0.0,0.0,308.95,53.4,0.0,203.5,6.07,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06-10-2017,190.0,5.38,0.0,0.0,0.0,67.95,58.93,13.98,0.0,270.3,6.91,418.0,104.5,0.0,0.0,296.0,51.51,0.0,201.0,6.05,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-10-2017,188.75,5.3,0.0,0.0,0.0,65.81,58.0,14.28,0.0,270.0,6.97,424.2,100.75,0.0,0.0,289.9,51.5,0.0,202.0,6.14,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-10-2017,188.7,5.24,0.0,0.0,0.0,67.77,57.8,14.28,0.0,271.5,7.25,438.95,102.0,0.0,0.0,295.0,49.22,0.0,201.0,6.14,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-10-2017,187.45,5.24,0.0,0.0,0.0,67.49,57.47,14.14,0.0,269.0,7.26,448.2,101.15,0.0,0.0,290.0,49.2,0.0,200.0,6.05,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-10-2017,187.4,5.39,0.0,0.0,0.0,67.99,56.19,14.0,0.0,271.7,7.74,457.0,102.15,0.0,0.0,284.0,48.8,0.0,198.0,6.05,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-10-2017,188.0,5.11,0.0,0.0,0.0,67.0,56.0,13.99,0.0,271.0,7.73,454.4,105.5,0.0,0.0,281.1,48.07,0.0,199.5,6.06,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-10-2017,187.0,5.2,0.0,0.0,0.0,68.5,55.49,13.67,0.0,267.0,7.67,464.85,105.35,45.68,0.0,283.8,48.32,0.0,201.0,6.11,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-10-2017,184.0,5.15,0.0,0.0,0.0,68.49,55.0,13.8,0.0,252.0,7.47,450.65,106.05,45.6,0.0,282.3,47.29,0.0,192.95,6.05,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-10-2017,182.3,5.0,0.0,0.0,0.0,66.0,56.0,12.6,0.0,263.5,7.45,440.1,104.5,45.0,0.0,280.0,46.27,0.0,190.95,5.72,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-10-2017,178.65,4.8,0.0,0.0,0.0,66.0,55.94,11.05,0.0,260.0,7.61,449.8,102.0,45.0,0.0,270.0,46.0,0.0,190.0,5.56,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-10-2017,175.35,4.66,0.0,0.0,0.0,65.76,55.8,11.35,0.0,257.45,7.65,449.4,100.2,46.53,0.0,270.0,48.29,0.0,190.0,5.6,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-10-2017,175.7,4.83,0.0,0.0,0.0,61.81,56.05,11.18,0.0,251.55,7.55,452.5,104.0,45.85,0.0,261.5,49.6,0.0,191.2,5.55,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-10-2017,167.95,4.8,0.0,0.0,0.0,59.55,53.0,10.5,0.0,250.0,7.37,453.6,105.9,44.94,0.0,260.0,49.5,0.0,186.5,5.47,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
